TEMP PV
VALTMP:D01M234:QC2LP:BL
VALTMP:D01M092:QKALP:BL
VALTMP:D01M091:BLC1LP1:IR
VALTMP:D01M089:BLC1LP1:IR
VALTMP:D01M001:BLC1LP1:BL
VALTMP:D01M090:BLC1LP2:IR
VALTMP:D01M003:BLC1LP2:BL
VALTMP:D01M004:QKBLP:BL
VALTMP:D01M005:QKBLP:BL
VALTMP:D01M195:QKBLP:NEG
VALTMP:D01M211:QKBLP:MH
VALTMP:D01M194:QKBLP:IR
VALTMP:D01M192:QKBLP:DB
VALTMP:D01M263:QKBLP:DB
VALTMP:D01M264:QKCLP:IR
VALTMP:D01M188:QKCLP:BL
VALTMP:D01M281:QKCLP:GV
VALTMP:D01M006:QKCLP:BL
VALTMP:D01M189:QKCLP:BL
VALTMP:D01M283:QKCLP:IR
VALTMP:D01M243:QKCLP:WTR
VALTMP:D01M007:QKCLP:BL
VALTMP:D01M284:QKCLP:IR
VALTMP:D01M298:QLC2LP:WTR
VALTMP:D01M008:QKDLP:BL
VALTMP:D01M009:BLC2LP:BL
VALTMP:D01M010:QLC3LP:BL
VALTMP:D01M198:BLY2LP_1:BL
VALTMP:D01M011:BLY2LP_1:BL
VALTMP:D01M012:BLY2LP_1:BL
VALTMP:D01M013:BLY3LP_1:BL
VALTMP:D01M014:QLY2LP_1:BL
VALTMP:D01M015:BLY5LP_1:BL
VALTMP:D01M016:QLY1LP:BL
VALTMP:D01M017:BLY5LP_2:BL
VALTMP:D01M018:QLY2LP_2:BL
VALTMP:D01M203:BLY3LP_2:BL
VALTMP:D01M019:BLY3LP_2:BL
VALTMP:D01M020:BLY3LP_2:BL
VALTMP:D01M021:BLY2LP_2:BL
VALTMP:D01M022:QLB1LP:BL
VALTMP:D01M023:BLB2LP:BL
VALTMP:D01M024:BLB2LP:BL
VALTMP:D01M025:QLB2LP:BL
VALTMP:D01M204:QLB2LP:BL
VALTMP:D01M170:QLB2LP:DB
VALTMP:D01M026:QLB2LP:BL
VALTMP:D01M222:QLB2LP:STP
VALTMP:D01M220:QLB2LP:STP
VALTMP:D01M027:QLB2LP:BL
VALTMP:D01M028:QLB2LP:BL
VALTMP:D01M029:QLB3LP:BL
VALTMP:D01M030:QLB3LP:BL
VALTMP:D01M172:QLB3LP:GV
VALTMP:D01M031:QLB3LP:BL
VALTMP:D01M032:QLB3LP:BL
VALTMP:D01M033:BLB3LP:BL
VALTMP:D01M034:QLB4LP:BL
VALTMP:D01M035:BLX2LP_1:BL
VALTMP:D01M036:BLX2LP_1:BL
VALTMP:D01M037:QLX1LP_1:BL
VALTMP:D01M038:QLX1LP_1:BL
VALTMP:D01M039:QLX2LP:BL
VALTMP:D01M040:BLX4LP_2:BL
VALTMP:D01M041:QLX1LP_2:BL
VALTMP:D01M042:QLX1LP_2:BL
VALTMP:D01M043:BLX2LP_2:BL
VALTMP:D01M044:QLA2LP:BL
VALTMP:D01M205:BLA1LP:BL
VALTMP:D01M046:BLA1LP:BL
VALTMP:D01M244:QLA3LP:BL
VALTMP:D01M048:BLA2LP:BL
VALTMP:D01M206:QLA4LP:BL
VALTMP:D01M049:QLA4LP:BL
VALTMP:D01M050:QLA5LP:BL
VALTMP:D01M178:BLA6LP_1:DB
VALTMP:D01M051:BLA6LP_1:BL
VALTMP:D01M052:QLA6LP:BL
VALTMP:D01M179:BLA6LP_2:DB
VALTMP:D01M053:BLA6LP_2:BL
VALTMP:D01M054:BLA6LP_2:BL
VALTMP:D01M055:QLA7LP:BL
VALTMP:D01M056:QLA7LP:BL
VALTMP:D01M057:QLA7LP:BL
VALTMP:D01M058:QLA8LP:BL
VALTMP:D01M207:QLA9LP:BL
VALTMP:D01M208:QLA9LP:GV
VALTMP:D01M059:QLA9LP:BL
VALTMP:D01M060:QLA9LP:BL
VALTMP:D01M180:B2P_3:DB
VALTMP:D01M061:B2P_3:BL
VALTMP:D01M062:QF2P_1:BL
VALTMP:D01M063:QF2P_1:BL
VALTMP:D01M064:QD1P_1:BL
VALTMP:D01M065:QD1P_1:BL
VALTMP:D01M066:QF2P_2:BL
VALTMP:D01M181:B2P_4:DB
VALTMP:D01M067:B2P_4:BL
VALTMP:D01M068:B2P_4:BL
VALTMP:D01M069:QD3P_2:BL
VALTMP:D01M070:QD3P_2:BL
VALTMP:D01M071:QF4P_2:BL
VALTMP:D01M072:QF4P_2:BL
VALTMP:D01M073:QEAP_3:BL
VALTMP:D01M074:QEAP_3:BL
VALTMP:D01M075:QD5P_3:BL
VALTMP:D01M182:B2P_5:DB
VALTMP:D01M076:B2P_5:BL
VALTMP:D01M077:QF6P_2:BL
VALTMP:D01M183:B2P_6:DB
VALTMP:D01M078:B2P_6:BL
VALTMP:D01M079:QD5P_4:BL
VALTMP:D01M080:QD5P_4:BL
VALTMP:D01M081:QEAP_4:BL
VALTMP:D01M082:QEAP_4:BL
VALTMP:D01M083:QF4P_3:BL
VALTMP:D01M084:QF4P_3:BL
VALTMP:D01M085:QD3P_3:BL
VALTMP:D01M086:QD3P_3:BL
VALTMP:D01M184:B2P_7:DB
VALTMP:D01M087:B2P_7:BL
VALTMP:D01M088:QF2P_3:BL
VALTMP:D01M233:QF2P_3:BL
VALTMP:D01M173:QF2P_3:GV
VALTMP:D02_090:QF2P_45:BL
VALTMP:D02_172:QF2P_45:GV
VALTMP:D02_001:QF2P_45:BL
VALTMP:D02_002:QD1P_23:BL
VALTMP:D02_003:QD1P_23:BL
VALTMP:D02_004:QF2P_46:BL
VALTMP:D02_180:B2P_100:DB
VALTMP:D02_005:B2P_100:BL
VALTMP:D02_006:B2P_100:BL
VALTMP:D02_007:QD3P_38:BL
VALTMP:D02_008:QD3P_38:BL
VALTMP:D02_009:QF4P_38:BL
VALTMP:D02_010:QF4P_38:BL
VALTMP:D02_011:QEAP_45:BL
VALTMP:D02_012:QEAP_45:BL
VALTMP:D02_013:QD5P_45:BL
VALTMP:D02_181:B2P_101:DB
VALTMP:D02_014:B2P_101:BL
VALTMP:D02_015:QF6P_23:BL
VALTMP:D02_016:B2P_102:BL
VALTMP:D02_017:QD5P_46:BL
VALTMP:D02_018:QD5P_46:BL
VALTMP:D02_019:QEAP_46:BL
VALTMP:D02_020:QEAP_46:BL
VALTMP:D02_021:QF4P_39:BL
VALTMP:D02_022:QF4P_39:BL
VALTMP:D02_023:QD3P_39:BL
VALTMP:D02_024:QD3P_39:BL
VALTMP:D02_183:B2P_103:DB
VALTMP:D02_025:B2P_103:BL
VALTMP:D02_026:QF2P_47:BL
